cell,optn,beta,batch,arch,stationary,gbs,kspec,r1,step_top,u_rot,cv_lam,sg_mis
A_b32_beta0.9_s1,SGD-Momentum,0.9,32,mlp_l,True,0.2071212970218379,0.3043199702380015,0.13451961023321377,0.02344121514822525,0.9102514758706093,0.22092438643325535,0.5877462029457092
A_b8_beta0.99_s0,SGD-Momentum,0.99,8,mlp_l,False,0.035939908459368876,0.013930349266431151,0.13291734482725812,0.003162502915195796,0.9780285637825727,0.6457609952679847,0.897622674703598
A_b8_beta0.99_s1,SGD-Momentum,0.99,8,mlp_l,False,0.04018378135338657,0.01380938801988132,0.16384963386570495,0.003427294140828119,0.9790894016623497,0.7250358215728979,0.9040973745286465
A_b8_beta0.9_s0,SGD-Momentum,0.9,8,mlp_l,False,0.09691417703196464,0.14433201063957427,0.1213237025682868,0.021041553562112125,0.9777959566563368,0.5756826092384342,0.6303106844425201
A_b8_beta0.9_s1,SGD-Momentum,0.9,8,mlp_l,False,0.10121553123442566,0.14908619971880818,0.12078499288407472,0.022296527793205498,0.9789081607013941,0.5396489101765268,0.6310646682977676
A_muon_b2048_s0,Muon,0.95,2048,mlp_l,False,2.002340217687584,1.8791778027142303,-0.9989588476964353,0.004970819565325645,1e-06,0.1738107404819369,0.8366543799638748
A_muon_b2048_s1,Muon,0.95,2048,mlp_l,False,2.003850039931055,1.8006866476609855,-0.9992063055685312,0.004180089723531562,1.3709068298339844e-06,0.24305431129840555,0.8365730345249176
A_nest_b128_beta0.9_s0,SGD-Nesterov,0.9,128,mlp_l,True,1.2316109136787647,2.2499483254823116,-0.8178563750336936,0.110776525492249,0.21635454893112183,0.13799480160762057,0.18071365356445312
A_nest_b2048_beta0.9_s0,SGD-Nesterov,0.9,2048,mlp_l,True,1.9864503215281688,1.9943972787334459,-0.9997138512029903,0.9926800882767661,1e-06,0.007008292042990976,0.0022715628147125244
A_nest_b2048_beta0.9_s1,SGD-Nesterov,0.9,2048,mlp_l,True,1.9898136108705085,1.9956460628170476,-0.999829584855178,0.994771905584603,1e-06,0.00687332411131005,0.0010435283184051514
A_nest_b512_beta0.9_s0,SGD-Nesterov,0.9,512,mlp_l,True,1.5866259101906197,2.075077110389559,-0.9930394153516992,0.4862682465616228,0.04569163918495178,0.05763161793050698,0.13525646924972534
A_sgd_b2048_s0,SGD,0.0,2048,mlp_l,True,1.954892594441307,1.9722295331078148,-0.9998812917455948,0.9850323842378419,1e-06,0.016973689723281664,0.0001
A_sgd_b2048_s1,SGD,0.0,2048,mlp_l,True,1.951283789513972,1.9681326516402688,-0.772552940385713,0.9847480976254073,1e-06,0.08604418208248346,0.0001
L_adam05_b2048_s0,Adam,0.5,2048,mlp_s,True,1.8210607992922458,0.5657004465684526,-0.7714670262668731,0.0006528373483448756,0.05648910999298096,0.7288700235007953,0.016915440559387207
L_adam05_b2048_s1,Adam,0.5,2048,mlp_s,True,1.8199381563932815,0.4818962131992362,-0.7545763430749123,0.0006719114019641517,0.045987337827682495,0.7111005301017304,0.018925577402114868
L_adam_b128_s0,Adam,0.9,128,mlp_s,True,1.3380780359953115,1.1805818333361582,-0.04688259145659762,1.729695646235189e-05,0.7893506065011024,0.1338380995479275,0.5213452279567719
L_adam_b128_s1,Adam,0.9,128,mlp_s,True,1.3365980645596989,1.181756591779635,-0.05018020056426847,1.7677834129803905e-05,0.7837544083595276,0.13643463004635584,0.5223716050386429
L_adam_b2048_s0,Adam,0.9,2048,mlp_s,True,2.0540733698404683,1.9421235245087205,-0.9589469499704988,0.0002695812609808944,0.10661312937736511,0.06349965848149737,0.07580962777137756
L_adam_b2048_s1,Adam,0.9,2048,mlp_s,True,2.052255679127395,1.938213396219762,-0.9563679120522959,0.0002677958944771327,0.11017480492591858,0.06383067589669947,0.07711440324783325
L_adam_b2048_s2,Adam,0.9,2048,mlp_s,True,2.049148737074346,1.9401045709517546,-0.9590006929303712,0.0002750550736995215,0.10708969831466675,0.06228440816848403,0.07771655917167664
L_adam_b2048_s3,Adam,0.9,2048,mlp_s,True,2.05619317090733,1.9400976695419234,-0.9602157327210292,0.0002749763093223104,0.11005127429962158,0.06251155981504959,0.07718950510025024
L_adam_b2048_s4,Adam,0.9,2048,mlp_s,True,2.0504403873276855,1.9360846743385007,-0.956124457025135,0.0002675273487170515,0.11286324262619019,0.06472429525021628,0.07771986722946167
L_adam_b8_s0,Adam,0.9,8,mlp_s,False,0.40612428742524714,0.3868383620649067,0.18786921762824307,0.00010119321617009936,0.9721692036837339,0.6044122594082884,0.6383967697620392
L_adam_b8_s1,Adam,0.9,8,mlp_s,False,0.41215432464917434,0.4001324436111998,0.18736309173654936,0.00010174544599608353,0.9733852380886674,0.6005342452193652,0.6373936384916306
L_b128_beta0.9_s0,SGD-Momentum,0.9,128,mlp_s,True,1.473081537482033,1.5074840632387836,-0.06741229515120037,0.017600297693927278,0.10810881853103638,0.11879126780532283,0.5080935657024384
L_b128_beta0.9_s1,SGD-Momentum,0.9,128,mlp_s,True,1.4840324012270116,1.52667546179996,-0.09932582111678177,0.01654178689050669,0.10715660452842712,0.11989517997857335,0.49803224205970764
L_b128_beta0.9_s2,SGD-Momentum,0.9,128,mlp_s,True,1.5290673458720925,1.5389748606541067,-0.11742338784668446,0.019806193963357088,0.10853874683380127,0.12594540578901406,0.5037422925233841
L_b128_beta0.9_s3,SGD-Momentum,0.9,128,mlp_s,True,1.508929531727396,1.541740217545701,-0.09715364701712367,0.01781159577923791,0.10312044620513916,0.1269506528495755,0.4971846640110016
L_b2048_beta0.9_s0,SGD-Momentum,0.9,2048,mlp_s,True,1.9996687234204227,1.9982835072550769,-0.9993161351988851,0.0003227983977500435,1e-06,0.0018596336057285323,0.28227341175079346
L_b2048_beta0.9_s1,SGD-Momentum,0.9,2048,mlp_s,True,1.8126786754186885,1.981135115936042,-0.9984339487161126,0.000278158035045955,1e-06,0.00021014788587878091,0.2832493782043457
L_b2048_beta0.9_s2,SGD-Momentum,0.9,2048,mlp_s,True,1.8452664797450422,1.9794987803658566,-0.9975979695673766,0.000305308189797169,1e-06,0.0004938851346022456,0.28955137729644775
L_b2048_beta0.9_s3,SGD-Momentum,0.9,2048,mlp_s,True,1.9988328306368426,1.995370961836839,-0.9990287406871561,0.00034354793182479737,1e-06,0.002059705786836959,0.28926143050193787
L_b2048_beta0.9_s4,SGD-Momentum,0.9,2048,mlp_s,True,1.9270286781387973,1.9868918319700741,-0.9989224159460112,0.00028013091078869573,1e-06,0.00029018098418309956,0.2780259847640991
L_b32_beta0.9_s0,SGD-Momentum,0.9,32,mlp_s,True,0.6164478738401489,0.5372631235518617,0.2803242310505787,0.037967711985660534,0.8763806857168674,0.20417306446957081,0.5765783786773682
L_b32_beta0.9_s1,SGD-Momentum,0.9,32,mlp_s,True,0.6131975283224058,0.5458391416959012,0.31748810769407326,0.03727218699355654,0.8673589751124382,0.20549266547490774,0.57513827085495
L_b512_beta0.9_s0,SGD-Momentum,0.9,512,mlp_s,True,1.9784046043287202,2.0151301263246517,-0.891517540832296,0.01243114101738153,0.022690027952194214,0.051423212844072246,0.4739561975002289
L_b512_beta0.9_s1,SGD-Momentum,0.9,512,mlp_s,True,1.949532130844434,2.004283897712808,-0.8801863378351196,0.025641418021511098,0.024110347032546997,0.0533572903475887,0.4513554275035858
L_b512_beta0.9_s2,SGD-Momentum,0.9,512,mlp_s,True,1.9720803942761216,1.9911312481529937,-0.8822642278371575,0.01602901984720118,0.022436708211898804,0.052519128391465345,0.47758927941322327
L_b512_beta0.9_s3,SGD-Momentum,0.9,512,mlp_s,True,1.9670402715235535,1.9920472722614884,-0.8868407997009712,0.016045467441147584,0.02425473928451538,0.0505885914935957,0.4322434961795807
L_b512_beta0.9_s4,SGD-Momentum,0.9,512,mlp_s,True,1.9980747392044476,2.0119438376946603,-0.9039336077775612,0.017198536295911688,0.022189706563949585,0.05143496514346527,0.484317421913147
L_b64_beta0.9_s0,SGD-Momentum,0.9,64,mlp_s,True,1.0195395076963454,1.0345472529289577,0.32737378409062523,0.015136622061507274,0.22499951720237732,0.16235664824770785,0.5433844178915024
L_b64_beta0.9_s1,SGD-Momentum,0.9,64,mlp_s,True,1.0284265652989029,1.0510575363789876,0.31856901362795037,0.016643627890737478,0.22704151272773743,0.1641372985778275,0.5427194088697433
L_b8_beta0.99_s0,SGD-Momentum,0.99,8,mlp_s,True,0.1320585895161795,0.03318758699100838,0.246355910115009,0.0055426920225346695,0.940507972612977,0.31732569175150577,0.8713746517896652
L_b8_beta0.99_s1,SGD-Momentum,0.99,8,mlp_s,True,0.13311997288962388,0.032383407089337846,0.2537013157250891,0.00548320941012898,0.9422687906771898,0.3173884813851056,0.8717334046959877
L_b8_beta0.9_s0,SGD-Momentum,0.9,8,mlp_s,True,0.29434957487110275,0.32930834246995666,0.16073196839808226,0.033211634397291134,0.9672447629272938,0.3231458058519832,0.605952262878418
L_b8_beta0.9_s1,SGD-Momentum,0.9,8,mlp_s,True,0.29440687601196025,0.3296619112068872,0.1698696163816712,0.03294800412846774,0.9664003103971481,0.3237541728816055,0.6051349639892578
L_muon_b2048_s0,Muon,0.95,2048,mlp_s,False,2.0024925120185806,1.3331439731574297,-0.5991764997008433,0.0008370656121271038,1e-06,0.29029451587837196,0.7850874289870262
L_muon_b2048_s1,Muon,0.95,2048,mlp_s,False,2.0010123661786876,1.349803314083531,-0.6009256967294019,0.0008605117800369083,1e-06,0.2956650308589798,0.7852238863706589
L_muon_b2048_s2,Muon,0.95,2048,mlp_s,False,2.0006429503760534,1.3443871867351136,-0.5850861475293615,0.0009222318729023983,1e-06,0.2930378118161398,0.7847115993499756
L_nest_b128_beta0.9_s0,SGD-Nesterov,0.9,128,mlp_s,True,1.754428020719026,2.220013555046944,-0.9454435900342576,0.08479460878326084,0.1291353702545166,0.11031740018898557,0.10709318518638611
L_nest_b128_beta0.9_s1,SGD-Nesterov,0.9,128,mlp_s,True,1.6621913065788556,2.20553775657321,-0.9254441070546578,0.06823008850028028,0.12775099277496338,0.11167870376503011,0.1189507246017456
L_nest_b128_beta0.9_s2,SGD-Nesterov,0.9,128,mlp_s,True,1.7931725458671883,2.2402967110989676,-0.9644783624901523,0.15150262249444577,0.1259976029396057,0.11140035862254921,0.09842383861541748
L_nest_b128_beta0.9_s3,SGD-Nesterov,0.9,128,mlp_s,True,1.7570096319708182,2.2238009871197564,-0.9604644197681625,0.05447793985762682,0.12553679943084717,0.10990032195307231,0.11224895715713501
L_nest_b128_beta0.9_s4,SGD-Nesterov,0.9,128,mlp_s,True,1.8191697849504245,2.2513864524858325,-0.9606747203212448,0.16169349532011207,0.13025543093681335,0.109834507888682,0.0926220715045929
L_nest_b2048_beta0.9_s0,SGD-Nesterov,0.9,2048,mlp_s,True,1.9998270827316333,2.003191197501397,-0.9996163647439678,0.9994028581169985,1e-06,0.002855599581874755,0.0001
L_nest_b2048_beta0.9_s1,SGD-Nesterov,0.9,2048,mlp_s,True,1.9999382088371296,2.0013197082144685,-0.9998117424236187,0.772526637429187,1e-06,0.0014744744547359758,0.0001
L_nest_b2048_beta0.9_s2,SGD-Nesterov,0.9,2048,mlp_s,True,1.9988712793718926,2.0033127281322614,-0.998813676233862,0.9862174520203617,1e-06,0.0026331729932286005,0.0003413558006286621
L_nest_b2048_beta0.9_s3,SGD-Nesterov,0.9,2048,mlp_s,True,1.9959341425295005,2.0023701420190916,-0.9993395535593046,0.9659046629878496,1e-06,0.0031224923450766046,0.0032213330268859863
L_nest_b2048_beta0.9_s4,SGD-Nesterov,0.9,2048,mlp_s,True,1.999648015624476,2.001143168218039,-0.9998285143572159,0.9954307330245176,1e-06,0.002056992990754979,0.00011214613914489746
L_nest_b256_beta0.9_s0,SGD-Nesterov,0.9,256,mlp_s,True,1.8159207434812217,2.140852871928793,-0.9857511161136946,0.11652547466108461,0.06943249702453613,0.07501802424340481,0.07125118374824524
L_nest_b256_beta0.9_s1,SGD-Nesterov,0.9,256,mlp_s,True,1.85342093518374,2.1366846839961626,-0.9783294381148511,0.10310180042286396,0.07004031538963318,0.0771170194695941,0.0849093496799469
L_nest_b512_beta0.9_s0,SGD-Nesterov,0.9,512,mlp_s,True,1.9397665538205402,2.0707711616187248,-0.989130911835864,0.2250213480011909,0.03452292084693909,0.04980823813021595,0.044895321130752563
L_nest_b512_beta0.9_s1,SGD-Nesterov,0.9,512,mlp_s,True,1.9332283193749875,2.067085801398258,-0.9941650489813618,0.39302098792815754,0.03459906578063965,0.04878798382012778,0.037121981382369995
L_nest_b8_beta0.9_s0,SGD-Nesterov,0.9,8,mlp_s,True,0.4554932705078326,0.6808972778388301,0.03482676564062317,0.10281191742525264,0.9596359636634588,0.3192895881544506,0.3087691366672516
L_nest_b8_beta0.9_s1,SGD-Nesterov,0.9,8,mlp_s,True,0.45515387848600114,0.6808595430783039,0.021743655479442712,0.10200843619002037,0.9597204886376858,0.3218546745211459,0.3078516721725464
